"sample","sizeFactor"
"SRR1039508",1.02364764926706
"SRR1039509",0.896166721793923
"SRR1039512",1.17948612081678
"SRR1039513",0.670053829048202
"SRR1039516",1.17767135405022
"SRR1039517",1.39903646915342
"SRR1039520",0.920778683328161
"SRR1039521",0.944514089340919
